A1,A2,DELTA
0.023201733,0.006875178,0.00015375
0.01927981,0.018108558,4.07E-05
0.015233664,0.013778471,6.79E-05
0.02174654,0.01913784,3.42E-05
0.008827266,0.013104114,0.000135467
0.024337493,0.017682647,3.42E-05
0.019812198,0.005686179,0.000224785
0.0160145,0.015961261,5.57E-05
0.011755398,0.020451063,7.05E-05
0.024142284,0.012642711,5.49E-05
0.014594799,0.011152026,8.95E-05
0.011613428,0.019741213,7.30E-05
0.018232781,0.00767376,0.000136766
0.022403151,0.019936422,3.19E-05
0.018303766,0.007496297,0.000142008
0.02345018,0.023290464,2.60E-05
0.023929329,0.016813081,3.69E-05
0.017664901,0.021480346,3.86E-05
0.016120977,0.008756281,0.000116903
0.00625406,0.024923119,0.000201089
0.018800661,0.008223894,0.000120655
0.012323279,0.016742096,7.33E-05
0.007638267,0.005828149,0.000327681
0.011577936,0.018836154,7.50E-05
0.015908022,0.015357888,5.82E-05
0.023414688,0.019208825,3.19E-05
0.009412893,0.018924885,0.000103873
0.019670228,0.012003846,6.62E-05
0.02316624,0.006981656,0.000149679
0.012607219,0.014204382,8.06E-05
0.023361449,0.009590355,8.64E-05
0.023645389,0.024710164,2.44E-05
0.005792657,0.007212357,0.000352867
0.007230104,0.011861876,0.000191756
0.018463483,0.011223011,7.56E-05
0.023219479,0.013388054,5.14E-05
0.024869881,0.020149377,2.87E-05
0.011666667,0.008703043,0.000144361
0.006307298,0.010601892,0.000249138
0.022953285,0.012341025,5.84E-05
0.006076597,0.02302427,0.000215291
0.009714579,0.014293113,0.000112398
0.013157353,0.017877856,6.43E-05
0.021817525,0.006892925,0.000155643
0.008365864,0.022651599,0.000120682
0.0119861,0.020060646,6.90E-05
0.006697716,0.007975446,0.000273041
0.015961261,0.016848573,5.32E-05
0.02359215,0.013299323,5.15E-05
0.024603687,0.024852134,2.33E-05
0.021143167,0.007620521,0.000131834
0.015677321,0.011684413,8.00E-05
0.018907139,0.006449268,0.000181928
0.007868969,0.012110324,0.000167183
0.005845896,0.019102348,0.000239116
0.00980331,0.010779354,0.000136033
0.012057085,0.010264713,0.000115701
0.015641828,0.013246084,6.91E-05
0.022048226,0.014648038,4.68E-05
0.025011851,0.011542443,6.22E-05
0.02089472,0.010317952,8.03E-05
0.013050875,0.012589472,8.66E-05
0.022012734,0.022083719,2.93E-05
0.008472341,0.00838361,0.000200502
0.005703926,0.014914232,0.000262866
0.009537117,0.024692418,9.37E-05
0.006023358,0.007301089,0.000332997
0.012003846,0.012199055,9.74E-05
0.023290464,0.018747423,3.30E-05
0.012855666,0.014097904,7.93E-05
0.005970119,0.010992309,0.000267355
0.009750072,0.013157353,0.000117687
0.015056202,0.024905373,4.39E-05
0.01700829,0.008454595,0.000120266
0.012465249,0.014239874,8.15E-05
0.013742979,0.0134058,7.72E-05
0.022083719,0.010637384,7.47E-05
0.008401356,0.009998519,0.000173599
0.018179543,0.006094343,0.000203054
0.010655131,0.014026919,0.000100198
0.012482995,0.015712813,7.53E-05
0.011382727,0.00895149,0.000142241
0.021711047,0.024053553,2.75E-05
0.01615647,0.018960378,4.74E-05
0.024923119,0.013938188,4.66E-05
0.012731442,0.024639179,5.75E-05
0.015038456,0.006076597,0.000215726
0.010708369,0.010513161,0.000126452
0.017806871,0.020735003,3.93E-05
0.012110324,0.007194611,0.000181797
0.019847691,0.021924002,3.30E-05
0.024656925,0.020557541,2.83E-05
0.016067738,0.0188539,4.80E-05
0.008028685,0.011471458,0.000167408
0.025100582,0.009217684,9.01E-05
0.015925768,0.023219479,4.20E-05
0.006271806,0.024497209,0.0002007
0.022758076,0.01156019,6.47E-05
0.00951937,0.020593033,9.91E-05
0.006183075,0.010104997,0.000262726
0.009892042,0.025171567,8.74E-05
0.013015383,0.010140489,0.000109988
0.024053553,0.023237225,2.54E-05
0.020042899,0.013210591,5.73E-05
0.009838803,0.008330371,0.000174857
0.018498975,0.013033129,6.16E-05
0.015322396,0.020238108,4.83E-05
0.022385405,0.006910671,0.000153853
0.012358771,0.017168006,7.18E-05
0.015091694,0.02330821,4.53E-05
0.006058851,0.009572609,0.000278242
0.013317069,0.020646272,5.81E-05
0.013654248,0.022704837,5.33E-05
0.019829944,0.017753632,4.05E-05
0.006999402,0.005774911,0.000355806
0.010034012,0.023609896,8.68E-05
0.009057968,0.023077509,0.000104393
0.020397824,0.024390732,2.93E-05
0.019350795,0.018268274,4.02E-05
0.010903578,0.02203048,7.72E-05
0.014878739,0.014506068,6.59E-05
0.008206148,0.007780237,0.000222914
0.020291347,0.005899134,0.000209207
0.011258503,0.011258503,0.000112385
0.021640062,0.008969236,9.93E-05
0.021391615,0.017221245,3.91E-05
0.016901812,0.012820174,6.73E-05
0.023911583,0.010229221,7.70E-05
0.022349912,0.006573492,0.000168208
0.021444853,0.009909788,8.47E-05
0.009022475,0.023769613,0.000104321
0.019031363,0.021640062,3.50E-05
0.019404034,0.017700394,4.14E-05
0.006573492,0.017647155,0.00019649
0.018108558,0.023556658,3.49E-05
0.008312625,0.021125421,0.000124185
0.010353444,0.012962144,0.000109985
0.017789125,0.018197289,4.40E-05
0.007017148,0.02103669,0.00016819
0.019954168,0.023911583,3.06E-05
0.020007407,0.009022475,0.000101294
0.01786011,0.009608102,9.66E-05
0.020451063,0.007851222,0.000126593
0.014736769,0.009980773,0.000102366
0.015109441,0.007922207,0.00014045
0.020593033,0.017469692,3.98E-05
0.007691506,0.011311742,0.000179396
0.020628526,0.00639603,0.000180355
0.008880505,0.006129836,0.000275176
0.01170216,0.012997636,9.46E-05
0.016262947,0.014417337,6.08E-05
0.005739418,0.01170216,0.000278546
0.021782032,0.019829944,3.29E-05
0.024302,0.007230104,0.000138824
0.02117866,0.01927981,3.48E-05
0.014612545,0.025011851,4.59E-05
0.015624082,0.016901812,5.43E-05
0.01397368,0.006733208,0.000187394
0.01856996,0.008472341,0.000115508
0.023822852,0.015801544,4.02E-05
0.011684413,0.01800208,7.57E-05
0.020025153,0.022438644,3.20E-05
0.014097904,0.023379195,5.01E-05
0.017221245,0.007939954,0.000132169
0.018978124,0.018694184,4.01E-05
0.007993192,0.008898251,0.000202496
0.022722584,0.008188401,0.000113938
0.022509629,0.022562867,2.80E-05
0.010104997,0.022527375,8.70E-05
0.014488322,0.022332166,4.92E-05
0.01686632,0.014967471,5.65E-05
0.022616106,0.012482995,5.78E-05
0.024532702,0.01686632,3.61E-05
0.018782915,0.015091694,5.09E-05
0.024727911,0.010939071,6.81E-05
0.008454595,0.008117416,0.000207375
0.011063295,0.023113001,7.41E-05
0.018889393,0.021373868,3.57E-05
0.018640945,0.005934627,0.000211416
0.025029597,0.015411127,4.03E-05
0.012820174,0.009288669,0.00012398
0.013902695,0.011489205,9.00E-05
0.019368542,0.02188851,3.40E-05
0.025047343,0.017185752,3.47E-05
0.012145816,0.021302883,6.58E-05
0.009217684,0.024568194,9.96E-05
0.022864554,0.021498092,2.89E-05
0.02245639,0.015766052,4.20E-05
0.020735003,0.017629409,3.91E-05
0.022669345,0.009767818,8.48E-05
0.018605453,0.016422663,4.67E-05
0.007425312,0.010548653,0.000196398
0.024550448,0.00682194,0.000153474
0.010868086,0.016706603,8.76E-05
0.013068621,0.024798896,5.49E-05
0.011879622,0.017611662,7.48E-05
0.012376517,0.014168889,8.25E-05
0.010850339,0.020078392,8.06E-05
0.010761608,0.015038456,9.44E-05
0.023130748,0.011879622,6.16E-05
0.011524697,0.010158236,0.000121917
0.013849456,0.014381844,7.17E-05
0.02103669,0.008170655,0.00011723
0.019475019,0.022491882,3.30E-05
0.023663135,0.012252294,5.81E-05
0.021728793,0.009466132,9.07E-05
0.02188851,0.015269157,4.46E-05
0.016529141,0.007886715,0.000135865
0.008152909,0.014896485,0.000143717
0.012997636,0.010034012,0.000111514
0.022154704,0.024727911,2.63E-05
0.007265596,0.007176865,0.000273107
0.021693301,0.007159119,0.000145844
0.011861876,0.014080158,8.72E-05
0.008791774,0.013725233,0.000132908
0.010317952,0.015446619,9.87E-05
0.013228338,0.023059763,5.56E-05
0.010069504,0.022971031,8.70E-05
0.011311742,0.019191079,7.70E-05
0.0093774,0.010442176,0.000147081
0.015712813,0.012749189,7.19E-05
0.024958612,0.010122743,7.71E-05
0.019616989,0.006538,0.00017584
0.009253177,0.010193728,0.000152446
0.023432434,0.024887627,2.45E-05
0.016333932,0.009253177,0.000106959
0.010087251,0.013175099,0.000112416
0.019084602,0.023201733,3.30E-05
0.020380078,0.024355239,2.94E-05
0.01672435,0.015854783,5.36E-05
0.019687974,0.012873412,6.00E-05
0.017771379,0.021089928,3.88E-05
0.016706603,0.012908905,6.74E-05
0.008223894,0.024958612,0.000121698
0.023840598,0.019723467,3.05E-05
0.014665784,0.015464366,6.30E-05
0.011081041,0.022154704,7.50E-05
0.016227455,0.013618755,6.49E-05
0.021551331,0.005757164,0.000215346
0.023272718,0.015837037,4.07E-05
0.023325956,0.017345469,3.62E-05
0.024248762,0.014612545,4.42E-05
0.024319747,0.021977241,2.66E-05
0.016848573,0.015908022,5.31E-05
0.02274033,0.023467926,2.67E-05
0.021373868,0.011205265,7.00E-05
0.017948841,0.020628526,3.91E-05
0.01283792,0.018090811,6.60E-05
0.01629844,0.023485673,4.04E-05
0.021906256,0.009696833,8.69E-05
0.01156019,0.016351678,8.12E-05
0.005774911,0.02458594,0.000233791
0.012784681,0.010282459,0.00010979
0.013352561,0.015677321,6.94E-05
0.010974563,0.009643594,0.0001349
0.009927534,0.005863642,0.000272926
0.006129836,0.008845013,0.000285582
0.023485673,0.022119211,2.73E-05
0.009767818,0.010371191,0.000141286
0.021107675,0.017256737,3.95E-05
0.017026036,0.009679087,9.79E-05
0.009306415,0.013902695,0.000121441
0.013707486,0.006307298,0.000209687
0.008578819,0.017274484,0.000125048
0.012891159,0.010530907,0.000106048
0.017114767,0.011932861,7.30E-05
0.010637384,0.014594799,9.78E-05
0.005810403,0.015996753,0.000250369
0.021941749,0.023893837,2.73E-05
0.006520253,0.015659574,0.000205301
0.0079577,0.021338376,0.000133797
0.011010056,0.0119861,0.00010877
0.022190196,0.025029597,2.59E-05
0.023787359,0.006236313,0.000181773
0.02259836,0.024461717,2.59E-05
0.021569077,0.022811315,2.90E-05
0.008170655,0.005739418,0.000317755
0.01255398,0.017327722,6.99E-05
0.011737652,0.008490088,0.000148241
0.010726116,0.007762491,0.000177426
0.022971031,0.006662223,0.000163039
0.024905373,0.020131631,2.87E-05
0.011648921,0.018339259,7.53E-05
0.01411565,0.02245639,5.10E-05
0.013955934,0.007549536,0.000157069
0.019758959,0.023130748,3.17E-05
0.014293113,0.006378283,0.000202635
0.007301089,0.019883183,0.00015856
0.021196406,0.012766935,5.80E-05
0.021799779,0.018818408,3.48E-05
0.016919559,0.00724785,0.000154399
0.017895603,0.018605453,4.29E-05
0.015393381,0.023947075,4.34E-05
0.016671111,0.01425762,6.02E-05
0.012766935,0.014186635,7.95E-05
0.020930212,0.012358771,6.12E-05
0.02373412,0.016919559,3.68E-05
0.019439527,0.007443059,0.000140896
0.016174216,0.011364981,8.10E-05
0.013281576,0.021143167,5.76E-05
0.022296674,0.008152909,0.000115475
0.024355239,0.013867203,4.76E-05
0.015819291,0.021515838,4.44E-05
0.009909788,0.015162679,0.000105702
0.014470575,0.023538911,4.80E-05
0.018658691,0.023521165,3.36E-05
0.007833476,0.007726999,0.00023526
0.02416003,0.005987866,0.000194719
0.015144933,0.022065972,4.64E-05
0.013370308,0.016103231,6.79E-05
0.018339259,0.013139606,6.14E-05
0.01383171,0.019794452,5.63E-05
0.016564633,0.020344586,4.35E-05
0.013033129,0.008543326,0.000136784
0.016990544,0.007425312,0.000148145
0.011631175,0.02316624,6.82E-05
0.007549536,0.006005612,0.000319077
0.00866755,0.019404034,0.000118296
0.016955051,0.014452829,5.84E-05
0.006804193,0.014275367,0.000196206
0.019457273,0.008365864,0.000115818
0.014523814,0.012607219,7.80E-05
0.022278927,0.022846808,2.80E-05
0.016635618,0.013654248,6.33E-05
0.021533585,0.011329488,6.86E-05
0.014310859,0.0160145,6.29E-05
0.010832593,0.01970572,8.15E-05
0.014044665,0.018161796,5.84E-05
0.017238991,0.016333932,5.05E-05
0.019013617,0.015979007,4.72E-05
0.020912466,0.010016265,8.41E-05
0.009608102,0.009785564,0.000151686
0.010264713,0.005952373,0.00026217
0.009075714,0.015304649,0.000120075
0.020468809,0.014772262,4.88E-05
0.024497209,0.01828602,3.26E-05
0.021515838,0.020717257,3.19E-05
0.00994528,0.01615647,0.00010177
0.018960378,0.017895603,4.19E-05
0.019723467,0.020202616,3.58E-05
0.015002963,0.024426224,4.46E-05
0.00667997,0.022474136,0.000181593
0.012926651,0.020096138,6.16E-05
0.010495414,0.023627643,8.04E-05
0.020362332,0.01241201,6.18E-05
0.008046431,0.017097021,0.000139613
0.019049109,0.009057968,0.000102704
0.024514955,0.023680881,2.45E-05
0.020433317,0.012500741,6.11E-05
0.019971914,0.013494531,5.58E-05
0.00966134,0.019900929,9.77E-05
0.022545121,0.007797984,0.000124258
0.024071299,0.016262947,3.84E-05
0.01771814,0.013671994,6.00E-05
0.01269595,0.018871647,6.54E-05
0.015783798,0.015748306,5.73E-05
0.019262064,0.024869881,3.10E-05
0.019297557,0.01871193,3.94E-05
0.011968353,0.009430639,0.000128351
0.02387609,0.018516721,3.28E-05
0.018481229,0.012163562,6.76E-05
0.018268274,0.005668433,0.000230546
0.007904461,0.009040221,0.000202464
0.019989661,0.008010939,0.000123289
0.005721672,0.017735886,0.000252141
0.008117416,0.024142284,0.000125514
0.015890276,0.020681764,4.54E-05
0.018090811,0.021817525,3.70E-05
0.018037573,0.022722584,3.60E-05
0.022687091,0.013423546,5.19E-05
0.015499858,0.015872529,5.80E-05
0.021018943,0.023716374,2.89E-05
0.021356122,0.024656925,2.75E-05
0.00880952,0.01127625,0.00014952
0.006218567,0.016635618,0.000219851
0.016191962,0.018729676,4.78E-05
0.017079275,0.020025153,4.25E-05
0.023947075,0.025136074,2.37E-05
0.025171567,0.016653365,3.61E-05
0.023042016,0.014133397,4.78E-05
0.009430639,0.01439959,0.000116858
0.014914232,0.010619638,9.36E-05
0.024887627,0.012660457,5.39E-05
0.023095255,0.006804193,0.000156807
0.014559307,0.01700829,5.86E-05
0.023006524,0.017203499,3.69E-05
0.017043782,0.024550448,3.69E-05
0.024000314,0.018978124,3.17E-05
0.006910671,0.018907139,0.00017692
0.020220362,0.010175982,8.33E-05
0.013991427,0.023805105,5.02E-05
0.011471458,0.011968353,0.000104056
0.020344586,0.024514955,2.93E-05
0.008649804,0.016387171,0.00012582
0.017629409,0.00923543,0.000103193
0.020823735,0.02416003,2.88E-05
0.007656014,0.017540677,0.00015072
0.012500741,0.025100582,5.88E-05
0.024994104,0.006484761,0.000167166
0.016138723,0.022669345,4.18E-05
0.022580614,0.017913349,3.57E-05
0.016813081,0.012678204,6.85E-05
0.006768701,0.019297557,0.000182799
0.009324162,0.010211474,0.000150897
0.008756281,0.021622316,0.000112693
0.020326839,0.008827266,0.000104325
0.008436849,0.015641828,0.000133399
0.013601009,0.022580614,5.38E-05
0.011223011,0.016191962,8.51E-05
0.023698628,0.011169772,6.71E-05
0.016085485,0.016777588,5.29E-05
0.014062412,0.009821057,0.000107993
0.007070387,0.022900046,0.000163057
0.013104114,0.007017148,0.000180958
0.011027802,0.02174654,7.61E-05
0.015357888,0.018303766,5.19E-05
0.010193728,0.011400473,0.000124006
0.009821057,0.00880952,0.00016479
0.006555746,0.013459039,0.000212924
0.012962144,0.018073065,6.51E-05
0.0228823,0.02373412,2.62E-05
0.011790891,0.013317069,9.19E-05
0.019883183,0.023343703,3.13E-05
0.00724785,0.022190196,0.000156865
0.015854783,0.019155587,4.81E-05
0.016032246,0.01672435,5.33E-05
0.015162679,0.013796218,6.81E-05
0.013920441,0.012305532,8.33E-05
0.017398707,0.019244318,4.29E-05
0.015198172,0.012891159,7.31E-05
0.024106792,0.01899587,3.16E-05
0.009448385,0.017043782,0.000107526
0.017540677,0.010974563,8.04E-05
0.007975446,0.022633852,0.000131447
0.014967471,0.023574404,4.56E-05
0.018357005,0.010566399,8.27E-05
0.01326383,0.011826383,9.09E-05
0.006289552,0.023432434,0.00020133
0.006857432,0.022616106,0.00017286
0.01842799,0.011897368,6.98E-05
0.009963027,0.012429756,0.000119085
0.00895149,0.022367659,0.000107459
0.008845013,0.012713696,0.000137436
0.016387171,0.012021592,7.47E-05
0.024408478,0.01141822,6.39E-05
0.012873412,0.014701277,7.64E-05
0.01913784,0.008206148,0.000120285
0.023379195,0.009412893,8.91E-05
0.007922207,0.006183075,0.000296398
0.008294879,0.008259386,0.000207924
0.016209708,0.007567282,0.000146309
0.021835271,0.011453712,6.70E-05
0.010175982,0.022225689,8.64E-05
0.011169772,0.015482112,8.81E-05
0.023077509,0.007602775,0.000128971
0.024710164,0.02444397,2.35E-05
0.021054436,0.012731442,5.85E-05
0.025082836,0.024976358,2.27E-05
0.017345469,0.018623199,4.43E-05
0.007886715,0.012536234,0.000163671
0.012216801,0.02217245,6.41E-05
0.016884066,0.019776705,4.35E-05
0.018818408,0.012234547,6.62E-05
0.020664018,0.014665784,4.89E-05
0.011453712,0.010246967,0.000121483
0.015428873,0.020876973,4.69E-05
0.012678204,0.011790891,9.52E-05
0.021764286,0.015783798,4.29E-05
0.009270923,0.011116533,0.000141723
0.016103231,0.020947958,4.42E-05
0.009182192,0.013352561,0.000126664
0.014719023,0.013192845,7.34E-05
0.019173333,0.015943515,4.69E-05
0.013139606,0.018410244,6.32E-05
0.019634735,0.006200821,0.000193007
0.013813964,0.015570843,6.71E-05
0.015464366,0.015375634,5.99E-05
0.014168889,0.019386288,5.52E-05
0.020184869,0.021160913,3.34E-05
0.014860993,0.018481229,5.36E-05
0.012039339,0.018782915,7.08E-05
0.006538,0.01397368,0.000211264
0.016351678,0.023858344,3.98E-05
0.014790008,0.01454156,6.62E-05
0.024231015,0.017114767,3.58E-05
0.019599243,0.012944397,5.98E-05
0.016404917,0.019670228,4.52E-05
0.017363215,0.011631175,7.48E-05
0.015269157,0.022296674,4.56E-05
0.00781573,0.014328605,0.000156187
0.024195523,0.010353444,7.52E-05
0.015837037,0.019173333,4.82E-05
0.009679087,0.017398707,0.000102604
0.011773145,0.00781573,0.000164826
0.021089928,0.008791774,0.000103599
0.0214626,0.02387609,2.81E-05
0.008596565,0.016671111,0.000126254
0.019191079,0.023396941,3.26E-05
0.019226572,0.016245201,4.58E-05
0.017522931,0.010051758,9.12E-05
0.00809967,0.014878739,0.000145297
0.011116533,0.022136957,7.46E-05
0.011045548,0.012624965,0.000103716
0.021338376,0.019475019,3.42E-05
0.012199055,0.015517604,7.83E-05
0.020557541,0.017558424,3.96E-05
0.013796218,0.006839686,0.000183819
0.017966588,0.02401806,3.48E-05
0.019581497,0.007354327,0.000143478
0.017505185,0.024408478,3.57E-05
0.010584146,0.011293996,0.000119793
0.010051758,0.024994104,8.52E-05
0.022527375,0.016280693,4.02E-05
0.006342791,0.01227004,0.000232348
0.013867203,0.008720789,0.000127879
0.022474136,0.013228338,5.33E-05
0.006431522,0.021782032,0.000195845
0.012749189,0.024213269,5.77E-05
0.009856549,0.016600126,0.000101841
0.011915115,0.016085485,7.88E-05
0.012074831,0.018498975,7.11E-05
0.021853017,0.007070387,0.000148763
0.00682194,0.021675555,0.000175971
0.01113428,0.024106792,7.23E-05
0.024089045,0.01411565,4.67E-05
0.02444397,0.0228823,2.54E-05
0.016972797,0.013583263,6.26E-05
0.022917793,0.014062412,4.83E-05
0.015304649,0.015144933,6.14E-05
0.012624965,0.022048226,6.10E-05
0.017185752,0.00980331,9.56E-05
0.007336581,0.007283342,0.00026656
0.024177777,0.024532702,2.40E-05
0.006946163,0.015606336,0.000184262
0.015570843,0.023982568,4.26E-05
0.022775823,0.006218567,0.000184832
0.021977241,0.016564633,4.01E-05
0.023627643,0.018126304,3.39E-05
0.014381844,0.007141372,0.000168691
0.014452829,0.019262064,5.40E-05
0.020876973,0.015428873,4.55E-05
0.01800208,0.021799779,3.73E-05
0.012234547,0.019865437,6.72E-05
0.018729676,0.006857432,0.000163987
0.021249645,0.007460805,0.000136539
0.009590355,0.022917793,9.47E-05
0.008862759,0.007709252,0.000209173
0.01127625,0.017309976,8.15E-05
0.008703043,0.021409361,0.000114202
0.011506951,0.017522931,7.86E-05
0.006662223,0.021356122,0.000184286
0.011542443,0.022420897,6.99E-05
